,store,sido,gungu,store_address
714,경북영주시풍기점,경상북도,영주시,경북 영주시 풍기읍 동성로 68
715,경북구미시상모사곡점,경상북도,구미시,경북 구미시 상사서로 12길3104호
716,경북구미시봉곡도량점,경상북도,구미시,경북 구미시 도봉로 3길3-3
717,대구달서구용산1점,대구광역시,달서구,대구 달서구 와룡로 51길65
718,대구수성구시지1점,대구광역시,수성구,대구 수성구 달구벌대로 627길22-25
719,대구달서구신월배점,대구광역시,달서구,대구 달서구 조암남로 27길30
720,대구동구효목점,대구광역시,동구,대구 동구 효목로 111
721,경북경산시영대점,경상북도,경산시,경북 경산시 대학로 61길6-5
722,대구달서구두류광장점,대구광역시,달서구,대구 달서구 야외음악당로 39안길48
723,경북안동시옥동송현점,경상북도,안동시,경북 안동시 광명로 126
724,경북경산시계양사동점,경상북도,경산시,경북 경산시 계양로 8길381층
725,경북경산시진량점,경상북도,경산시,경북 경산시 진량읍 영청길 15
726,경북상주시함창점,경상북도,상주시,경북 상주시 함창읍 함창시장길 경북상주시함창읍함창시장2길2
727,대구남구봉덕점,대구광역시,남구,대구 남구 봉덕로 11길25
728,경북청도군청도점,경상북도,청도군,경북 청도군 청도읍 청화로 150-1
729,경북안동시용상점,경상북도,안동시,경북 안동시 경동로 889
730,경북김천시아포점,경상북도,김천시,경북 김천시 아포읍 한지길 경북김천시아포읍한지2길64-4
731,대구북구태전점(B),대구광역시,북구,대구 북구 구암로 16길7
732,경북구미시선산점,경상북도,구미시,경북 구미시 선산읍 남문로 3길17
733,경북영주시휴천점,경상북도,영주시,경북 영주시 대학로 36
734,대구수성구시지사월점,대구광역시,수성구,대구 수성구 달구벌대로 669길20
735,대구달서구대곡진천점(B),대구광역시,달서구,대구 달서구 한실로 117
736,대구북구고성동점,대구광역시,북구,대구 북구 옥산로 9
737,경북김천시김천1점,경상북도,김천시,경북 김천시 김천로 24-1
738,대구동구율하점,대구광역시,동구,대구 동구 율하동로 8길25
739,대구동구신천동점,대구광역시,동구,대구 동구 국채보상로 861
740,대구달서구성당점(B),대구광역시,달서구,대구 달서구 감삼남길 171
741,경북구미시송정원평점,경상북도,구미시,경북 구미시 금오산로 22길15-14
742,대구남구대명2점,대구광역시,남구,대구 남구 성당시장길 59
743,경북상주시상주2호점,경상북도,상주시,경북 상주시 동수4길 33
744,대구수성구상동점,대구광역시,수성구,대구 수성구 수성로 15길34
745,대구달서구대곡역점,대구광역시,달서구,대구 달서구 비슬로 538길22
746,대구달성군서재점,대구광역시,달성군,대구 달성군 다사읍 서재로 99-1
747,대구달서구신당점,대구광역시,달서구,대구 달서구 신당로 24
748,경북고령군고령점,경상북도,고령군,경북 고령군 고령읍 시장길 경북고령군고령읍시장1길11
749,대구동구동호점,대구광역시,동구,대구 동구 동호로 40
750,대구북구관음읍내동점,대구광역시,북구,대구 북구 칠곡중앙대로 95길11
751,대구달성군논공점,대구광역시,달성군,대구 달성군 논공읍 논공중앙로 118
752,경북경산시하양점,경상북도,경산시,경북 경산시 하양읍 하양역길 18
753,대구수성구범물점,대구광역시,수성구,대구 수성구 지범로 290
754,경북김천시덕곡율곡점,경상북도,김천시,경북 김천시 영남대로 2040-6101호
755,대구달성군현풍점,대구광역시,달성군,대구 달성군 현풍면 테크노중앙대로 325-49
756,경북경산시서부백천점,경상북도,경산시,경북 경산시 경산로 28부영2차아파트상가103호
757,경북김천시신음삼락점,경상북도,김천시,경북 김천시 시청로 40112호
758,경북예천군예천점,경상북도,예천군,경북 예천군 예천읍 중앙로 24-1
759,대구달성군구지점,대구광역시,달성군,대구 달성군 구지면 창리중앙길 97
760,대구동구방촌점,대구광역시,동구,대구 동구 동촌로 58길21
761,대구서구내당대신동점,대구광역시,서구,대구 서구 달서로 12길28
762,대구달성군다사점,대구광역시,달성군,대구 달성군 다사읍 대실역북로 55
763,대구동구신암동점,대구광역시,동구,대구 동구 신암로 132
764,경북구미시임수황상점,경상북도,구미시,경북 구미시 인동북길 25
765,경북구미시원호도량1동점,경상북도,구미시,경북 구미시 고아읍 문장로 22길20103호
766,경북의성군의성점,경상북도,의성군,경북 의성군 의성읍 동서1길 72
767,대구달서구장기점,대구광역시,달서구,대구 달서구 구마로 12길14
768,대구동구불로봉무점,대구광역시,동구,대구 동구 팔공로길 대구동구팔공로51길23
769,대구남구대명남산점,대구광역시,남구,대구 남구 명덕로 28길12
770,대구북구만평점,대구광역시,서구,대구 서구 서대구로 62길51
771,대구달서구성서점,대구광역시,달서구,대구 달서구 선원로 37길16
772,대구수성구지산점,대구광역시,수성구,대구 수성구 용학로 35길35
773,대구달서구송현점,대구광역시,달서구,대구 달서구 월배로 74길39
774,대구북구사수금호점,대구광역시,북구,대구 북구 한강로 17
775,경북경산시옥산정평점,경상북도,경산시,경북 경산시 대학로 16길31
776,경북구미시옥계점,경상북도,구미시,경북 구미시 산호대로 25길26-3
777,경북구미시형곡점,경상북도,구미시,경북 구미시 형곡로 90
778,대구북구칠성점,대구광역시,북구,대구 북구 칠성로 88
779,대구서구평리점,대구광역시,서구,대구 서구 국채보상로 192
780,경북구미시산동확장단지점,경상북도,구미시,경북 구미시 산동면 신당인덕1로 139
781,대구중구동성로점,대구광역시,중구,대구 중구 공평로 97-1
782,대구달서구이월드점,대구광역시,달서구,대구 달서구 두류공원로 200
783,대구북구복현검단점,대구광역시,북구,대구 북구 경진로 1길31
784,대구달성군옥포점,대구광역시,달성군,대구 달성군 돌미로2길 1
785,경북문경시문경점,경상북도,문경시,경북 문경시 점촌로 8
786,대구수성구수성점(B),대구광역시,수성구,대구 수성구 신천동로 98길24
787,경북칠곡군왜관점,경상북도,칠곡군,경북 칠곡군 왜관읍 중앙로 경북칠곡군왜관읍2번도로길70-1
788,대구수성구황금점,대구광역시,수성구,대구 수성구 청수로 36길32
789,경북구미시인동점,경상북도,구미시,경북 구미시 인동길 경북구미시인동39길22-65
790,경북봉화군봉화점,경상북도,봉화군,경북 봉화군 봉화읍 내성로 1길41
791,대구북구동서변점,대구광역시,북구,대구 북구 서변로 26
792,경북울진군북면점,경상북도,울진군,경북 울진군 북면 울진북로 2120
793,경북포항시대이점,경상북도,포항시,경북 포항시 남구 대이로 112-3
794,경북경주시황성점,경상북도,경주시,경북 경주시 황성로 69번길38-6
795,경북포항시연일점,경상북도,포항시,경북 포항시 남구 연일읍 철강로 경북포항시남구연일읍연일로159번길25-1
796,경북포항시용흥점,경상북도,포항시,경북 포항시 북구 새마을로 92
797,경북포항시흥해점,경상북도,포항시,경북 포항시 북구 흥해읍 흥해로 26
798,경북포항시효곡점,경상북도,포항시,경북 포항시 남구 효자동길 10번길19
799,울산울주군남창점,울산광역시,울주군,울산 울주군 온양읍 연안4길18
800,경북포항시달전점,경상북도,포항시,경북 포항시 북구 흥해읍 도음로 877번길9
801,경북포항시송도점,경상북도,포항시,경북 포항시 남구 송림로 8
802,경북영천시야사점,경상북도,영천시,경북 영천시 망정로 60
803,경북경주시동천점,경상북도,경주시,경북 경주시 동천로 30번길14-2
804,울산울주군구영점,울산광역시,울주군,울산 울주군 범서읍 대리1길23-6
805,울산북구호계점,울산광역시,북구,울산 북구 동대8길12
806,경북포항시청하점,경상북도,포항시,경북 포항시 북구 청하면 청하로 217번길2
807,경북포항시양덕점,경상북도,포항시,경북 포항시 북구 양덕로 44번길32
808,경북울진군백암점,경상북도,울진군,경북 울진군 온정면 소태로 9-29
809,울산중구우정점,울산광역시,중구,울산 중구 유곡로 70
810,경북경주시강동점,경상북도,경주시,경북 경주시 강동면 동해대로 166-11
811,울산동구전하점,울산광역시,동구,울산 동구 진성13길92
812,경북울진군죽변점,경상북도,울진군,경북 울진군 죽변면 죽변북로 60
813,경북경주시충효점,경상북도,경주시,경북 경주시 충효녹지길 36-6
814,경북포항시우현점,경상북도,포항시,경북 포항시 북구 선착로 3-1
815,경북경주시안강점,경상북도,경주시,경북 경주시 안강읍 구부랑길 42
816,울산남구신정점,울산광역시,남구,울산 남구 월평로 58
817,울산중구병영점,울산광역시,중구,울산 중구 동천4길
818,울산남구옥동점,울산광역시,남구,울산 남구 문수로 423번길4-16
819,경북울진군후포점,경상북도,울진군,경북 울진군 후포면 삼율길 경북울진군후포면삼율6길16-14
820,울산남구야음점,울산광역시,남구,울산 남구 수암로 196번길7
821,울산남구무거2호점,울산광역시,남구,울산 남구 삼호로 55번길6
822,울산남구삼산점,울산광역시,남구,울산 남구 왕생로86번길 8
823,울산동구남목점,울산광역시,동구,울산 동구 미포4길38
824,울산북구화봉점(B),울산광역시,북구,울산 북구 두부곡14길 15
825,울산북구양정점,울산광역시,북구,울산 북구 염포로 517
826,울산울주군언양점(B),울산광역시,울주군,울산 울주군 언양읍 동부8길12
827,울산중구우정혁신점,울산광역시,중구,울산 중구 종가2길1-2
828,경북포항시두호점,경상북도,포항시,경북 포항시 북구 삼호로 245번길10
829,울산남구야음2점,울산광역시,남구,울산 남구 신선로 71-3
830,경북경주시내남점,경상북도,경주시,경북 경주시 이조중앙길 13-1
831,경북포항시해도점(B),경상북도,포항시,경북 포항시 남구 해동로 55-1
832,울산동구화정점(B),울산광역시,동구,울산 동구 월봉8길41
833,경북울진군울진점,경상북도,울진군,경북 울진군 울진읍 울진중앙로 56
834,울산동구방어점,울산광역시,동구,울산 동구 화잠2길4
835,울산북구강동점,울산광역시,북구,울산 북구 산하중앙2로 277
836,경북경주시건천점,경상북도,경주시,경북 경주시 건천읍 대곡용명길 24
837,경북경주시성건점,경상북도,경주시,경북 경주시 금성로 396번길5
838,경북포항시오천점,경상북도,포항시,경북 포항시 남구 오천읍 문덕로 경북포항시남구오천읍남원로53
839,울산남구울산대점,울산광역시,남구,울산 남구 대학로 43번길16
840,경북포항시죽도점,경상북도,포항시,경북 포항시 북구 중흥로 255번길13
841,울산남구달동점,울산광역시,남구,울산 남구 신정로 58번길32
842,경북영덕군영해점,경상북도,영덕군,경북 영덕군 영해면 예주시장길 16-1
843,경북영덕군영덕점,경상북도,영덕군,경북 영덕군 영덕읍 군청길 133
844,울산북구아진점,울산광역시,북구,울산 북구 가재길82
845,경북경주시금장점,경상북도,경주시,경북 경주시 현곡면 안현로 68-3
846,경북포항시장성점,경상북도,포항시,경북 포항시 북구 법원로 8번길16
847,울산중구약사점,울산광역시,중구,울산 중구 구교10길51
848,울산중구반구점,울산광역시,중구,울산 중구 염포로 78
849,울산중구다운점,울산광역시,중구,울산 중구 다운로 75
850,경북경주시외동점,경상북도,경주시,경북 경주시 입실로 1길58
851,경북포항시남부점,경상북도,포항시,경북 포항시 남구 상도로 56
852,부산부산진구양정점,부산광역시,부산진구,부산 부산진구 범양로 43
853,부산북구금곡점,부산광역시,북구,부산 북구 효열로 275번길49
854,부산부산진구당감부암1점,부산광역시,부산진구,부산 부산진구 백양순환로 28번길50
855,부산기장군기장점,부산광역시,기장군,부산 기장군 기장읍 차성로 277
856,부산금정구서동점,부산광역시,금정구,부산 금정구 서동로 93-1
857,부산금정구남산점,부산광역시,금정구,부산 금정구 중앙대로 2007번길39
858,부산금정구구서1점,부산광역시,금정구,부산 금정구 금강로 520
859,부산북구화명2점,부산광역시,북구,부산 북구 학사로 17번나길7
860,부산부산진구신개금점,부산광역시,부산진구,부산 부산진구 개금본동로 23번길22
861,부산동래구사직1점,부산광역시,동래구,부산 동래구 사직북로 57번길53
862,부산사하구다대1점,부산광역시,사하구,부산 사하구 윤공단로 17번길103
863,부산사상구학장엄궁점,부산광역시,사상구,부산 사상구 학감대로 123번길75
864,부산금정구부산대점,부산광역시,금정구,부산 금정구 금강로 327
865,부산서구부민충무점,부산광역시,서구,부산 서구 구덕로 124번길3
866,부산해운대구반송1점,부산광역시,해운대구,부산 해운대구 윗반송로 51번길27
867,부산금정구부곡1점,부산광역시,금정구,부산 금정구 중앙대로 1766번길16-1
868,부산사하구하단점(B),부산광역시,사하구,부산 사하구 낙동대로 542
869,부산수영구광안1점,부산광역시,수영구,부산 수영구 광안로 16번길58
870,부산사하구구평감천점,부산광역시,사하구,부산 사하구 서포로30번길 3강만빌딩1층102호
871,부산사하구다대2점,부산광역시,사하구,부산 사하구 다대로 339
872,부산북구덕천점,부산광역시,북구,부산 북구 덕천길 부산북구덕천2길45
873,부산남구문현점,부산광역시,남구,부산 남구 고동골로 22
874,부산연제구시청점,부산광역시,연제구,부산 연제구 중앙대로 1038번길64상가101호
875,부산부산진구초읍연지점,부산광역시,부산진구,부산 부산진구 성지로 93
876,부산사하구괴정행복점,부산광역시,사하구,부산 사하구 사리로 4
877,부산부산진구가야당감점,부산광역시,부산진구,부산 부산진구 가야대로 부산부산진구엄광로321
878,부산서구대신점,부산광역시,서구,부산 서구 망양로 28
879,부산영도구청학점,부산광역시,영도구,부산 영도구 태종로 358번길3
880,부산동래구명장점,부산광역시,동래구,부산 동래구 명안로 86번길30
881,부산해운대구반여2점,부산광역시,해운대구,부산 해운대구 선수촌로 153
882,부산해운대구송정점,부산광역시,해운대구,부산 해운대구 송정해변로 8-14
883,부산금정구부곡행복점,부산광역시,금정구,부산 금정구 부곡로 64
884,부산사상구주례점,부산광역시,사상구,부산 사상구 주례로 25
885,부산중구중부산점,부산광역시,중구,부산 중구 대청로 25번길4
886,부산사상구신주례점,부산광역시,사상구,부산 사상구 양지로 42
887,부산동구초량점,부산광역시,동구,부산 동구 초량북로 1
888,부산사하구신평점,부산광역시,사하구,부산 사하구 다대로142번길 16
889,부산영도구남항점,부산광역시,영도구,부산 영도구 남항로 24-2
890,부산연제구연산토곡점,부산광역시,연제구,부산 연제구 과정로 132번길32
891,부산사하구당리점,부산광역시,사하구,부산 사하구 제석로 114번길8
892,부산수영구망미점,부산광역시,수영구,부산 수영구 연수로 302번길4
893,부산강서구강서구청점,부산광역시,강서구,부산 강서구 대저로 274번길35
894,부산사상구모덕점,부산광역시,사상구,부산 사상구 사상로 342번길12
895,부산남구대연점,부산광역시,남구,부산 남구 유엔로 183번길35
896,부산남구감만점,부산광역시,남구,부산 남구 석포로 51
897,부산강서구명지국제신도시점,부산광역시,강서구,부산 강서구 명지국제8로 234 정우빌딩2차115
898,부산동래구온천3동점,부산광역시,동래구,부산 동래구 충렬대로 126번길19
899,부산해운대구우1점,부산광역시,해운대구,부산 해운대구 해운대해변로 141
900,부산해운대구해운대신도시1호점,부산광역시,해운대구,부산 해운대구 달맞이길 부산해운대구해운대로774번길30
901,부산북구구포1점,부산광역시,북구,부산 북구 시랑로 32
902,부산연제구연산로타리점,부산광역시,연제구,부산 연제구 거제천로 230번길25
903,부산부산진구가야개금1점,부산광역시,부산진구,부산 부산진구 냉정로 262-1
904,부산해운대구해운대행복점,부산광역시,해운대구,부산 해운대구 좌동순환로 99번길22
905,부산해운대구재송반여점,부산광역시,해운대구,부산 해운대구 재송2로 28번길6
906,부산해운대구해운대중동점,부산광역시,해운대구,부산 해운대구 좌동순환로 468번가길20
907,부산해운대구센텀점,부산광역시,해운대구,부산 해운대구 재반로 29
908,부산해운대구벡스코점,부산광역시,해운대구,부산 해운대구 해운대로 383번길25
909,부산북구만덕점,부산광역시,북구,부산 북구 덕천로 280
910,부산사하구괴정1점,부산광역시,사하구,부산 사하구 장평로 부산사하구괴정로235-1
911,부산사상구모라1점,부산광역시,사상구,부산 사상구 백양대로 960-1
912,부산기장군정관점,부산광역시,기장군,부산 기장군 정관면 구연로 42
913,부산동래구온천점,부산광역시,동래구,부산 동래구 차밭골로 27
914,부산동래구안락1점,부산광역시,동래구,부산 동래구 연안로 51번길81-3
915,부산연제구거제점,부산광역시,연제구,부산 연제구 월드컵대로 187번길23
916,부산남구용호행복점,부산광역시,남구,부산 남구 동명로 158번길104
917,부산동래구수민점,부산광역시,동래구,부산 동래구 명륜로 75번길31
918,부산영도구동삼점,부산광역시,영도구,부산 영도구 동삼로 59번길15
919,부산부산진구범천점,부산광역시,부산진구,부산 부산진구 신암로 66판매시설동106호
920,부산동구범일점,부산광역시,동구,부산 동구 자성로 116번길2
921,부산남구대연못골점,부산광역시,남구,부산 남구 진남로 36번길58
922,부산부산진구전포점,부산광역시,부산진구,부산 부산진구 동성로 51
923,부산남구용호점,부산광역시,남구,부산 남구 용호로 42번길14
924,부산강서구명지오션시티점,부산광역시,강서구,부산 강서구 명지오션시티로 부산강서구명지오션시티9로58
925,경남통영시북신점,경상남도,통영시,경남 통영시 북신동 해미당길 경남통영시북신동해미당화목토길화목토0
926,경남진주시신안점,경상남도,진주시,경남 진주시 진양호로 311-1
927,경남거제시장승포점,경상남도,거제시,경남 거제시 장승포로 16
928,경남거제시중곡점,경상남도,거제시,경남 거제시 중곡로 47
929,경남창원시월영점,경상남도,창원시,경남 창원시 마산합포구 월영북로 21
930,경남양산시북정점,경상남도,양산시,경남 양산시 북정중앙로 14
931,경남산청군덕산점,경상남도,산청군,경남 산청군 시천면 남명로 203-3
932,경남사천시삼천포점,경상남도,사천시,경남 사천시 벌리로 17
933,경남진주시중앙상봉점,경상남도,진주시,경남 진주시 진주성로 87
934,경남진주시상대점,경상남도,진주시,경남 진주시 돗골로 117번길4
935,경남김해시한림점,경상남도,김해시,경남 김해시 한림면 한림로 422번길4-2
936,경남창원시상남점,경상남도,창원시,경남 창원시 성산구 토월로 80
937,경남김해시삼계점,경상남도,김해시,경남 김해시 가야로 157번길17-18
938,경남진주시금산점,경상남도,진주시,경남 진주시 금산면 금산로 52번길4
939,경남함양군함양점,경상남도,함양군,경남 함양군 함양읍 용평3길 25-1
940,경남창원시내서삼계점,경상남도,창원시,경남 창원시 마산회원구 내서읍 삼계숲길 27
941,경남김해시삼방점,경상남도,김해시,경남 김해시 삼안로 158
942,경남양산시덕계1호점,경상남도,양산시,경남 양산시 평산남4길 8
943,경남창원시반송1호점,경상남도,창원시,경남 창원시 의창구 용지로153번길 10
944,경남김해시외동점,경상남도,김해시,경남 김해시 함박로 51
945,경남양산시범어점,경상남도,양산시,경남 양산시 물금읍 화합길 26
946,경남김해시진례점,경상남도,김해시,경남 김해시 진례면 송현로 57
947,경남마산시해운점,경상남도,창원시,경남 창원시 마산합포구 월영동길 경남창원시마산합포구월영동11길42
948,경남거제시옥포점,경상남도,거제시,경남 거제시 옥포대첩로 7길31
949,경남양산시서창점,경상남도,양산시,경남 양산시 삼호동부길 경남양산시삼호동부7길10
950,경남거제시상동점,경상남도,거제시,경남 거제시 거제중앙로 1793하람빌딩
951,경남창원시도계점,경상남도,창원시,경남 창원시 의창구 원이대로 69번길301층
952,경남고성군고성점,경상남도,고성군,경남 고성군 고성읍 성내로 27
953,경남함안군함안점,경상남도,함안군,경남 함안군 가야읍 함안대로 경남함안군가야읍함마대로1510
954,경남창원시봉곡점,경상남도,창원시,경남 창원시 의창구 봉곡로 56
955,경남김해시율하1점,경상남도,김해시,경남 김해시 율하로 경남김해시율하1로12
956,경남김해시진영점,경상남도,김해시,경남 김해시 진영읍 장등로 122번길5102호
957,경남하동군하동점,경상남도,하동군,경남 하동군 하동읍 중앙로 18
958,경남창원시진동점,경상남도,창원시,경남 창원시 마산합포구 진동면 삼진의거대로 639
959,경남거제시아주점,경상남도,거제시,경남 거제시 용소길 경남거제시용소1길94
960,경남창원시창동점,경상남도,창원시,경남 창원시 마산합포구 남성로 130-1
961,경남통영시죽림점,경상남도,통영시,경남 통영시 광도면 죽림해안로 46
962,경남창원시중앙여좌점,경상남도,창원시,경남 창원시 진해구 편백로 14번길12-1
963,경남함안군군북점,경상남도,함안군,경남 함안군 군북면 중암길 경남함안군군북면중암7길12
964,경남창원시회원점,경상남도,창원시,경남 창원시 마산회원구 북성로 166
965,경남진주시판문점,경상남도,진주시,경남 진주시 진양호로 123번길5
966,경남창원시소답점,경상남도,창원시,경남 창원시 의창구 읍성로 17번길8
967,경남사천시사천점(B),경상남도,사천시,경남 사천시 사천읍 읍내로 40-6
968,경남의령군의령점,경상남도,의령군,경남 의령군 의령읍 의병로 20길25-3
969,경남밀양시삼문점,경상남도,밀양시,경남 밀양시 미리벌중앙로 85 
970,경남함양군서하점,경상남도,함양군,경남 함양군 서하면 함양남서로 3938
971,경남창원시북면온천점,경상남도,창원시,경남 창원시 의창구 북면 천주로 1165번길21
972,경남김해시동상점,경상남도,김해시,경남 김해시 호계로 510
973,경남창원시명곡점,경상남도,창원시,경남 창원시 의창구 명지로 84번길9
974,경남창녕군남지점,경상남도,창녕군,경남 창녕군 난지읍 남지중앙2길 69103-1호
975,경남양산시어곡점,경상남도,양산시,경남 양산시 어실로 155
976,경남거제시거제면점,경상남도,거제시,경남 거제시 읍내로 45
977,경남창원시석전점,경상남도,창원시,경남 창원시 마산회원구 석전남8길 59
978,경남합천군합천점,경상남도,합천군,경남 합천군 합천읍 충효로 98-17
979,경남창원시가음점,경상남도,창원시,경남 창원시 성산구 가양로 48-1
980,경남창원시풍호점,경상남도,창원시,경남 창원시 진해구 풍호로 61
981,경남창원시동읍점,경상남도,창원시,경남 창원시 의창구 동읍 의창대로 868-1
982,경남창원시용원점,경상남도,창원시,경남 창원시 진해구 안골로 348
983,경남진주시도동점,경상남도,진주시,경남 진주시 대신로 363
984,경남진주시가호점,경상남도,진주시,경남 진주시 개양로 경남진주시진주대로542번길7
985,경남남해군남해점,경상남도,남해군,경남 남해군 남해읍 화전로 78번가길23
986,경남진주시망경점,경상남도,진주시,경남 진주시 진주대로 953번길10
987,경남거제시장평점,경상남도,거제시,경남 거제시 장평로 경남거제시장평2로2길10
988,경남양산시남부점,경상남도,양산시,경남 양산시 중앙로 경남양산시양주로42
989,경남창원시양덕1호점,경상남도,창원시,경남 창원시 마산회원구 양덕북길 경남창원시마산회원구양덕북10길8
990,경남진해시석동점,경상남도,창원시,경남 창원시 진해구 진해대로 801번길14
991,경남거창군거창1점,경상남도,거창군,경남 거창군 거창읍 아림로 47-1
992,경남통영시봉평미수점,경상남도,통영시,경남 통영시 서송정1길 32-3
993,경남창원시팔용점,경상남도,창원시,경남 창원시 의창구 남산로 1번길52
994,경남창원시대방점,경상남도,창원시,경남 창원시 성산구 대암로 1161층
995,경남남해군상주점,경상남도,남해군,경남 남해군 상주면 남해대로 697
996,경남김해시장유1호점,경상남도,김해시,경남 김해시 능동로 7번길15
997,경남창원시반지점,경상남도,창원시,경남 창원시 성산구 반송로 22
998,경남창녕군창녕점,경상남도,창녕군,경남 창녕군 창녕읍 창녕대로 37
999,경남진주시문산혁신점,경상남도,진주시,경남 진주시 문산읍 소문길 21
1000,경남양산시증산1호점,경상남도,양산시,경남 양산시 물금읍 백호길 경남양산시물금읍백호2길17-10
1001,경남창원시사파점,경상남도,창원시,경남 창원시 성산구 동산로 194
1002,경남마산시호계점,경상남도,창원시,경남 창원시 마산회원구 내서읍 호원로 190
1003,경남김해시팔판점,경상남도,김해시,경남 김해시 팔판로 32
1004,경남거제시지세포점,경상남도,거제시,경남 거제시 일운면 거제대로 2491103호
1005,경남창원시NC다이노스점,경상남도,창원시,경남 창원시 마산회원구 삼호로 63
1006,경남밀양시내일점,경상남도,밀양시,경남 밀양시 약산로 33
1007,경남창원시감계점,경상남도,창원시,경남 창원시 의창구 북면 감계로 297휴먼빌아파
1008,전북전주시서신점,전라북도,전주시,전북 전주시 완산구 서신로 43
1009,전북전주시송천점,전라북도,전주시,전북 전주시 덕진구 천마산로 12
1010,전북전주시중화산점,전라북도,전주시,전북 전주시 완산구 메너머길 전북전주시완산구메너머1길29
1011,전북전주시호성점,전라북도,전주시,전북 전주시 덕진구 소리로 198
1012,전북전주시평화1점,전라북도,전주시,전북 전주시 완산구 평화길 전북전주시완산구평화17길10
1013,전북익산시부송점,전라북도,익산시,전북 익산시 부송로 14길21
1014,전북김제시김제점,전라북도,김제시,전북 김제시 동서로 214
1015,전북정읍시시기점,전라북도,정읍시,전북 정읍시 천변로 350-1
1016,전북남원시남원점,전라북도,남원시,전라북도 남원시 동문로 75
1017,전북고창군고창점,전라북도,고창군,전북 고창군 고창읍 성산길 전북고창군고창읍성산3길3
1018,전북전주시진북인후점,전라북도,전주시,전북 전주시 덕진구 팔달로 346
1019,전북군산시옥서점,전라북도,군산시,전북 군산시 옥서면 옥구저수지로 217
1020,전북군산시소룡산북점,전라북도,군산시,전북 군산시 동아로 130
1021,전북무주군무주스키점,전라북도,무주군,전북 무주군 설천면 구천동로 전북무주군설천면구천동1로6
1022,전남광양시중동점,전라남도,광양시,전남 광양시 광장로 120
1023,전남여수시안산점,전라남도,여수시,전남 여수시 도원로 186
1024,전남여수시서교점,전라남도,여수시,전남 여수시 서교길 전남여수시서교3길3-2
1025,전남여수시국동점,전라남도,여수시,전남 여수시 구봉산길 15-2
1026,전남광양시광영점,전라남도,광양시,전남 광양시 금영로 181
1027,전남순천시삼산점,전라남도,순천시,전남 순천시 중앙로 292
1028,전남순천시중앙점,전라남도,순천시,전남 순천시 장명로 10
1029,전남순천시왕지점,전라남도,순천시,전남 순천시 연동남길 35
1030,전북정읍시수성점,전라북도,정읍시,전북 정읍시 수성로 전북정읍시수성1로55-14
1031,전북군산시나운2점,전라북도,군산시,전북 군산시 나운안길 전북군산시나운안2길11
1032,전북익산시신동남중점,전라북도,익산시,전북 익산시 익산대로 56길7-7
1033,전남순천시금당지구점,전라남도,순천시,전남 순천시 해룡면 조례못등길 118
1034,전북군산시수송점,전라북도,군산시,전북 군산시 동수송3길 22
1035,전남구례군구례지리산온천점,전라남도,구례군,전남 구례군 산동면 하관길 전남구례군산동면하관1길26
1036,전남여수시여서점,전라남도,여수시,전남 여수시 대치길 전남여수시대치3길13-1
1037,전북익산시영등점,전라북도,익산시,전북 익산시 고봉로 254
1038,전북전주시효자점,전라북도,전주시,전북 전주시 완산구 강변로 120
1039,전북군산시나운1점,전라북도,군산시,전북 군산시 신설길 전북군산시신설2길6-4
1040,전북전주시서곡점,전라북도,전주시,전북 전주시 완산구 서곡1길 5-12
1041,전북완주군삼례우석대점,전라북도,완주군,전북 완주군 삼례읍 동학로 83
1042,전북무주군무주점,전라북도,무주군,전북 무주군 무주읍 단천로 84
1043,전북익산시동산점,전라북도,익산시,전북 익산시 서동로 88
1044,전북완주군봉동3공단점,전라북도,완주군,전북 완주군 봉동읍 원둔산길 전북완주군봉동읍원둔산3길13
1045,전남여수시둔덕점,전라남도,여수시,전남 여수시 쌍봉로 357
1046,전북익산시함열점,전라북도,익산시,전북 익산시 함열읍 함열중앙로 15
1047,전북군산시중앙점,전라북도,군산시,전북 군산시 중앙로 94
1048,전북군산시오식도점,전라북도,군산시,전북 군산시 가도로 177
1049,전북익산시모현점,전라북도,익산시,전북 익산시 고현로길 전북익산시고현로14길8-1
1050,전북전주시삼천점,전라북도,전주시,전북 전주시 완산구 거마남로 58
1051,전북전주시아중점,전라북도,전주시,전북 전주시 덕진구 동가재미길 전북전주시덕진구동가재미3길8
1052,전북부안읍부안점,전라북도,부안군,전북 부안군 부안읍 수정길 5
1053,전북군산시군산대점,전라북도,군산시,전북 군산시 미제길 전북군산시미제1길5-4
1054,전남순천시남제점,전라남도,순천시,전남 순천시 우석로 73-1
1055,전남광양시마동점,전라남도,광양시,전남 광양시 사동로 81-1
1056,전남여수시무선지구점,전라남도,여수시,전남 여수시 무선길 전남여수시무선3길6
1057,전북전주시덕진전북대점,전라북도,전주시,전북 전주시 덕진구 명륜길 전북전주시덕진구명륜5길19-6
1058,전북전주시동산점,전라북도,전주시,전북 전주시 덕진구 쪽구름길 전북전주시덕진구쪽구름5길5
1059,전북전주시전주대점,전라북도,전주시,전북 전주시 효자로 92
1060,전남여수시신기점,전라남도,여수시,전남 여수시 새터로 93
1061,전남광양시광양점,전라남도,광양시,전남 광양시 광양읍 인서길 전남광양시광양읍인서4길23
1062,전북전주시서학중앙점(B),전라북도,전주시,전북 전주시 완산구 서학길 전북전주시완산구서학1길2
1063,전남순천시신대점,전라남도,해룡면,전남 해룡면 좌야로 101
