index,store,sido,gungu,store_address
587,태평1동,경기도,성남시,경기 성남시 수정구 태평동 6974-1
588,금광1호,경기도,성남시,경기 성남시 중원구 금광동 2706
589,상대원1호,경기도,성남시,경기 성남시 중원구 상대원동 5027
590,은행1호,경기도,성남시,경기 성남시 중원구 은행동 663-3
591,고색,경기도,수원시,경기 수원시 권선구 고색동 31-4
592,곡반정,경기도,수원시,경기 수원시 권선구 곡반정동 584-4
593,권선1호,경기도,수원시,경기 수원시 권선구 권선동 1260-5
594,금곡1호,경기도,수원시,경기 수원시 권선구 금곡동 1088-1
595,탑동,경기도,수원시,경기 수원시 권선구 탑동 766-2
596,호매실,경기도,수원시,경기 수원시 권선구 호매실동 80-1
597,광교1호,경기도,수원시,경기 수원시 영통구 이의동 1332 CB 4~5호
598,매탄1호,경기도,수원시,경기 수원시 영통구 매탄동 1170-4
599,매탄2호,경기도,수원시,경기 수원시 영통구 매탄2동 199-69
600,매탄3호,경기도,수원시,경기 수원시 영통구 매탄4동 208-21
601,신영통1호,경기도,수원시,경기 수원시 영통구 망포동 369-3
602,영통1호,경기도,수원시,경기 수원시 영통구 영통동 1005-13
603,영통2호,경기도,수원시,"경기 수원시 영통구 영통동 945-4, 한솔프라자 109호"
604,연무1호,경기도,수원시,경기 수원시 장안구 연무동 249-13
605,율전1호,경기도,수원시,경기 수원시 장안구 율전동 305-6
606,정자1호,경기도,수원시,경기 수원시 장안구 정자동 41-2
607,정자2호,경기도,수원시,"경기 수원시 장안구 천천동 502-6, 1층"
608,조원1호,경기도,수원시,경기 수원시 장안구 조원동 729-12
609,파장,경기도,수원시,경기 수원시 장안구 송죽동 216-1
610,매교,경기도,수원시,경기 수원시 팔달구 매교동 186-3
611,아주대,경기도,수원시,경기 수원시 팔달구 우만동 85-3 우만동R타워
612,우만1호,경기도,수원시,경기 수원시 팔달구 우만1동 466-4
613,화서1호,경기도,수원시,"경기 수원시 팔달구 화서동 703 꽃뫼양지마을(대우아파트) 상가 105, 106호"
614,화서2호,경기도,수원시,경기 수원시 팔달구 화서1동 135-2
615,거모,경기도,시흥시,경기 시흥시 거모동 1757-1
616,능곡,경기도,시흥시,경기 시흥시 능곡동 545
617,목감신도시1호,경기도,시흥시,경기 시흥시 목감동 410-2
618,배곧신도시1호,경기도,시흥시,"경기 시흥시 정왕동 2475 에이플러스 115, 116호"
619,신천1호,경기도,시흥시,경기 시흥시 신천동 707-50
620,은행1호,경기도,시흥시,경기 시흥시 대야동 580-4
621,장곡,경기도,시흥시,"경기 시흥시 장곡동 802-1, 금강프라자 1층 108호"
622,정왕1호,경기도,시흥시,경기 시흥시 정왕동 1593-2
623,정왕2호,경기도,시흥시,경기 시흥시 정왕동 1859-3
624,정왕3호,경기도,시흥시,"경기 시흥시 정왕동 1726-1, 광개토빌딩 104호"
625,고잔1호,경기도,안산시,경기 안산시 단원구 고잔동 756-1
626,고잔2호,경기도,안산시,경기 안산시 단원구 와동 685-6
627,선부1호,경기도,안산시,경기 안산시 단원구 선부동 1064-5
628,원곡1호,경기도,안산시,경기 안산시 단원구 원곡동 754-6
629,중앙,경기도,안산시,경기 안산시 단원구 고잔동 540-7
630,본오1호,경기도,안산시,경기 안산시 상록구 본오동 879-10
631,부곡,경기도,안산시,경기 안산시 상록구 부곡동 670-2
632,사동1호,경기도,안산시,경기 안산시 상록구 사동 1201
633,사동2호,경기도,안산시,경기 안산시 상록구 사동 1376-7
634,월피,경기도,안산시,"경기 안산시 상록구 월피동 442-26, 1층"
635,일동,경기도,안산시,경기 안산시 상록구 일동 89-3
636,공도1호,경기도,안성시,경기 안성시 공도읍 만정리 417-98
637,안성1호,경기도,안성시,경기 안성시 연지동 94
638,안성2호,경기도,안성시,경기 안성시 인지동 397-1
639,진사리,경기도,안성시,"경기 안성시 공도읍 진사리 348, 서지프라자 106호"
640,관양,경기도,안양시,경기 안양시 동안구 관양동 1437-20 1층
641,비산1호,경기도,안양시,경기 안양시 동안구 비산동 566-7
642,평촌1호,경기도,안양시,경기 안양시 동안구 평촌동 922-2
643,평촌3호,경기도,안양시,경기 안양시 동안구 비산동 1059 층 A동 103호
644,호계1호,경기도,안양시,경기 안양시 동안구 호계2동 927-2
645,박달사거리,경기도,안양시,경기 안양시 만안구 박달동 85-15
646,석수1호,경기도,안양시,경기 안양시 만안구 석수1동 177-6
647,안양1번가,경기도,안양시,경기 안양시 만안구 안양동 674-241
648,안양1호,경기도,안양시,경기 안양시 만안구 안양동 765-8
649,안양2호,경기도,안양시,경기 안양시 만안구 안양 5동 448-22 진명빌딩 103호
650,고읍1호,경기도,양주시,경기 양주시 광사동 657   103호
652,덕정1호,경기도,양주시,경기 양주시 덕정동 240-27
655,백석,경기도,양주시,경기 양주시 백석읍 복지리 168-3
659,옥정,경기도,양주시,"경기 양주시 옥정동 966-1 (101호, 102호)"
667,양평,경기도,양평군,경기 양평군 양평읍 양근리 183-4
668,여주1호,경기도,여주시,경기 여주군 여주읍 하리 343-11
669,전곡,경기도,연천군,경기 연천군 전곡읍 전곡리 302-11
670,세마1호,경기도,오산시,경기 오산시 내삼미동 856-8
671,운암2호,경기도,오산시,"경기 오산시 오산동 919-3, 102호"
672,원동,경기도,오산시,경기 오산시 오산동 881-7
673,구갈2지구,경기도,용인시,경기 용인시 기흥구 구갈리 345-3
674,구성1호,경기도,용인시,경기 용인시 기흥구 마북동 370-9
675,동백1호,경기도,용인시,경기 용인시 기흥구 동백동 614-5
676,흥덕,경기도,용인시,경기 용인시 기흥구 영덕동 1007-6
677,상현1호,경기도,용인시,경기 용인시 수지구 상현동 3-4
678,상현역,경기도,용인시,경기 용인시 수지구 상현동 1160
679,성복,경기도,용인시,경기 용인시 수지구 성복동 162-3
680,수지1지구,경기도,용인시,경기 용인시 수지구 풍덕천동 29-10
681,수지2지구,경기도,용인시,경기 용인시 수지구 풍덕천동 697
682,죽전,경기도,용인시,경기 용인시 수지구 죽전동 1151 101호
683,둔전,경기도,용인시,경기 용인시 처인구 포곡읍 둔전리 400-2
684,용인1호,경기도,용인시,경기 용인시 처인구 김량장동 293-24
685,용인2호,경기도,용인시,경기 용인시 처인구 마평동 657-14
686,내손갈뫼,경기도,의왕시,경기 의왕시 내손1동 755-4 명성프라자
687,오전고천,경기도,의왕시,"경기 의왕시 오전동 276-1, 114호"
688,인덕원,경기도,의왕시,경기 의왕시 포일동 662
689,포일내손,경기도,의왕시,경기 의왕시 내손동 652-21
690,금오,경기도,의정부시,경기 의정부시 금오동 473-4
691,녹양,경기도,의정부시,경기 의정부시 가능동 92-51
692,민락,경기도,의정부시,경기 의정부시 민락동 834-3
693,신곡,경기도,의정부시,경기 의정부시 신곡동 484
694,신곡2호,경기도,의정부시,경기 의정부시 신곡1동 707-2
695,용현1호,경기도,의정부시,경기 의정부시 용현동 18-15
696,장암,경기도,의정부시,경기 의정부시 신곡1동 336
697,호원1호,경기도,의정부시,경기 의정부시 호원동 466-15
698,이천1호,경기도,이천시,경기 이천시 창전동 458-17
699,이천하이닉스,경기도,이천시,경기 이천시 부발읍 아미리 735
700,증포,경기도,이천시,경기 이천시 증포동 153-5
701,가람마을,경기도,파주시,경기 파주시 와동동 1557-1
702,교하신도시,경기도,파주시,경기 파주시 다율동 1001-6
703,금촌1호,경기도,파주시,경기 파주시 금촌동 790-10 1층
704,금촌로데오,경기도,파주시,경기 파주시 금촌동 986-2
705,문산,경기도,파주시,경기 파주시 문산읍 문산리 17-345 1층 5호
706,봉일천,경기도,파주시,경기 파주시 조리읍 봉일천리 142-3
707,운정1호,경기도,파주시,경기 파주시 동패동 1758
708,비전1호,경기도,평택시,경기 평택시 비전동 272-7
709,비전2호,경기도,평택시,경기 평택시 비전1동 793-7
710,세교,경기도,평택시,"경기 평택시 세교동 558 우성꿈그린@상가 105,106호"
711,송탄1호,경기도,평택시,경기 평택시 서정동 843-10
712,송탄2호,경기도,평택시,경기 평택시 지산동 995
713,안중1호,경기도,평택시,경기 평택시 안중읍 현화리 831
714,팽성1호,경기도,평택시,경기 평택시 팽성읍 안정리 26-49
715,포승1호,경기도,평택시,경기 평택시 도곡리 1142-16
716,송우,경기도,포천시,경기 포천시 소흘읍 송우리 729-3 파크프라자 1층
717,포천,경기도,포천시,경기 포천시 신읍동 47-10
718,덕풍1호,경기도,하남시,경기 하남시 덕풍동 309-64
719,미사1호,경기도,하남시,경기 하남시 망월동 1004-1
720,신장1호,경기도,하남시,경기 하남시 신장동 447-28
721,신장2호,경기도,하남시,경기 하남시 천현동 40-13
722,동탄1호,경기도,화성시,경기 화성시 반송동 42-6
723,동탄2 영천,경기도,화성시,경기 화성시 영천동 701-1
724,동탄2호,경기도,화성시,경기 화성시 반송동 217-6
725,발안1호,경기도,화성시,경기 화성시 향남면 행정리 426-11
726,병점1호,경기도,화성시,"경기 화성시 병점동 379-10 병점프라자 109호, 110호"
727,병점2호,경기도,화성시,경기 화성시 진안동 914-1
728,봉담1호,경기도,화성시,경기 화성시 상리 26-8
729,와우리,경기도,화성시,경기 화성시 기안동 338-4
730,강남,강원도,강릉시,강원 강릉시 노암동 708-1
731,교동1호,강원도,강릉시,강원 강릉시 교1동 1863-3
732,성덕,강원도,강릉시,강원 강릉시 입암동 498-13
733,주문진,강원도,강릉시,강원 강릉시 주문진읍 교항리 119-11
734,포남,강원도,강릉시,강원 강릉시 포남1동 1140-1
735,고성,강원도,고성군,강원 고성군 간성읍 신안리 218
736,묵호,강원도,동해시,강원 동해시 부곡동 74-5
737,북삼,강원도,동해시,강원 동해시 쇄운동 84-5
738,천곡,강원도,동해시,강원 동해시 천곡동 872
739,삼척,강원도,삼척시,강원 삼척시 남양동 17-2
740,교동,강원도,속초시,강원 속초시 교동 974-2
741,동명,강원도,속초시,강원 속초시 동명동 1-18
742,조양,강원도,속초시,강원 속초시 조양동 1540 부영파아트 상가동 102호
743,양구,강원도,양구군,강원 양구군 양구읍 상리 227-105
744,양양,강원도,양양군,강원 양양군 양양읍 남문리 125
745,영월,강원도,영월군,강원 영월군 영월읍 하송1리 6반 178-11
746,개운,강원도,원주시,강원 원주시 개운동 395-23
747,늘품,강원도,원주시,강원 원주시 반곡동 1767-54
748,단계,강원도,원주시,강원 원주시 단계동 837
749,단구,강원도,원주시,강원 원주시 관설동 1701-4
750,명륜,강원도,원주시,강원 원주시 명륜동 539
751,무실,강원도,원주시,강원 원주시 무실동 1664-3
752,문막,강원도,원주시,강원 원주시 문막읍 건등리 1705-3
753,우산,강원도,원주시,강원 원주시 우산동 226-10
754,일산,강원도,원주시,강원 원주시 원동 278-7
755,태장,강원도,원주시,강원 원주시 태장동 북원로 2716-1
756,혁신,강원도,원주시,강원 원주시 반곡동 1880-7
757,원통,강원도,인제군,강원 인제군 북면 원통리 645-32
758,사북고한,강원도,정선군,강원 정선군 사북읍 사북리 344-56
759,교대,강원도,춘천시,강원 춘천시 석사동 291-15
760,석사1호,강원도,춘천시,강원 춘천시 석사동 748-18(33통405)
761,신사우동,강원도,춘천시,강원 춘천시 우두동 1052-29
762,춘천시청,강원도,춘천시,강원 춘천시 소양로 3가 181-9
763,퇴계2호,강원도,춘천시,강원 춘천시 퇴계동 87
764,효자,강원도,춘천시,강원 춘천시 효자1동 661-16
765,후평1호,강원도,춘천시,강원 춘천시 후평동 836-1
766,후평사거리,강원도,춘천시,강원 춘천시 후평1동 693-4
767,태백1호,강원도,태백시,강원 태백시 상장동 87-36
768,홍천,강원도,홍천군,강원 홍천군 홍천읍 신장대리 8-9
769,사창,강원도,화천군,강원 화천군 사내면 사창리 457-12
770,화천,강원도,화천군,강원 화천군 화천읍 하리 44-45
771,횡성,강원도,횡성군,강원 횡성군 횡성읍 읍하리 107-48
772,단양,충청북도,단양군,충북 단양군 단양읍 도전리 523
773,보은,충청북도,보은군,충북 보은군 보은읍 삼산리 153-2
774,금왕,충청북도,음성군,충북 음성군 금왕군 무극리 629
775,대소,충청북도,음성군,충북 음성군 대소면 태생리 539-170
776,음성,충청북도,음성군,충북 음성군 음성읍 읍내리 354-3
777,음성혁신도시,충청북도,음성군,충북 음성군 맹동면 두성리 1251
778,장호원감곡,충청북도,음성군,충북 음성군 감곡면 왕장리 523-8
779,명동,충청북도,제천시,충북 제천시 명동 198번지
780,신백,충청북도,제천시,충북 제천시 신백동 214-7
781,장락,충청북도,제천시,충북 제천시 장락동 877
782,청전,충청북도,제천시,충북 제천시 의림동 7-26
783,증평,충청북도,증평군,충북 증평군 증평읍 초중리 8-1
784,광혜원,충청북도,진천군,충북 진천군 광혜원면 광혜원리 503-7
785,진천,충청북도,진천군,충북 진천군 진천읍 읍내리 415-2
786,오창1호,충청북도,청원군,충북 청원군 오창면 각리 650-1
787,금천광장,충청북도,청주시,"충북 청주시 상당구 용암동 411,412"
788,용암1호,충청북도,청주시,충북 청주시 상당구 용암동 2163번지
789,우암동,충청북도,청주시,충북 청주시 상당구 우암동 123-81
790,분평,충청북도,청주시,충북 청주시 서원구 분평동 1234
791,가경2호,충청북도,청주시,충북 청주시 흥덕구 개신동 696 매직타워 1층 110호
792,복대1호,충청북도,청주시,충북 청주시 흥덕구 복대동 865-4
793,봉명1호,충청북도,청주시,충북 청주시 흥덕구 봉명동 2813
794,사직1호,충청북도,청주시,충북 청주시 흥덕구 사직2동 595-12
795,산남성화,충청북도,청주시,충북 청주시 흥덕구 성화동 886번지 101호
796,오송,충청북도,청주시,충북 청주시 흥덕구 오송읍 호송읍 만수리 521
797,운천신봉,충청북도,청주시,충북 청주시 흥덕구 운천동 1366
798,하복대,충청북도,청주시,충북 청주시 흥덕구 복대동 2960
799,갱고개,충청북도,충주시,충북 충주시 갱고개로 41
800,봉방문화교현,충청북도,충주시,충북 충주시 교현동 624-6
801,성내용산,충청북도,충주시,충북 충주시 용산동 598
802,연수,충청북도,충주시,충북 충주시 연수동 1610
803,계룡대,충청남도,계룡시,충남 계룡시 엄사면 엄사리 253-2
804,신관,충청남도,공주시,충남 공주시 신관동 24-25
805,옥룡,충청남도,공주시,충남 공주시 옥룡동 308-1
806,금산,충청남도,금산군,충남 금산군 금산읍 상리 47-10
807,취암,충청남도,논산시,충남 논산시 내동 628
808,기지시,충청남도,당진시,충남 당진시 반촌리 861-20
809,복운,충청남도,당진시,충남 당진시 송악면 복운리 1642-11
810,신평,충청남도,당진시,충남 당진시 신평면 거산리 13-4번지 1층
811,읍내,충청남도,당진시,충남 당진시 읍내동 850
812,채운,충청남도,당진시,충남 당진시 읍내동 1541
813,합덕,충청남도,당진시,충남 당진시 합덕읍 운산리 266-2
814,동대,충청남도,보령시,충남 보령시 동대동 1766
815,부여,충청남도,부여군,충남 부여군 부여읍 관북리 133-5
816,대산,충청남도,서산시,충남 서산시 대산읍 산리 129-5
817,동문,충청남도,서산시,충남 서산시 동문동 406-2
818,서산테크노,충청남도,서산시,충남 서산시 오사리 1666
819,석림,충청남도,서산시,충남 서산시 동문동 999-6
820,읍내,충청남도,서산시,충남 서산시 읍내동 276-5
821,서천,충청남도,서천군,충남 서천군 군사리 718-11
822,권곡,충청남도,아산시,충남 아산시 권곡동 549-26
823,배미,충청남도,아산시,충남 아산시 배미동 239-17
824,배방1호,충청남도,아산시,충남 아산시 배방읍 공수리 89-28
825,온천,충청남도,아산시,충남 아산시 온천동 1310
826,용화,충청남도,아산시,충남 아산시 용화동 714
827,예산,충청남도,예산군,충남 예산군 예산읍 산성리 709-4
828,목천,충청남도,천안시,충남 천안시 동남구 목천읍 신계리 134-18
829,병천,충청남도,천안시,충남 천안시 동남구 병천면 병천리 156-5
830,신방1호,충청남도,천안시,충남 천안시 동남구 신방동 74-19 부흥빌딩 104호
831,신방통정,충청남도,천안시,충남 천안시 동남구 신방동 1538
832,신부1호,충청남도,천안시,충남 천안시 동남구 신부동 728
833,원성,충청남도,천안시,충남 천안시 동남구 원성2동 518-4
834,청수,충청남도,천안시,충남 천안시 동남구 청당동 513
835,두정,충청남도,천안시,충남 천안시 서북구 성정2동 1211
836,백석,충청남도,천안시,충남 천안시 서북구 백석동 910번지 주공아파트상가 103호
837,불당,충청남도,천안시,충남 천안시 서북구 불당동 1630
838,성거,충청남도,천안시,충남 천안시 서북구 성거읍 저리 65-1
839,성환1호,충청남도,천안시,충남 천안시 서북구 성환읍 매주리 325-5 외 1
840,직산1호,충청남도,천안시,충남 천안시 서북구 직산읍 삼은리 76-177
841,태안,충청남도,태안군,충남 태안군 태안읍 동문리 264-7
842,내포1호,충청남도,홍성군,충남 홍성군 홍북면 신경리 1181번지 승우빌딩 107호
843,오관,충청남도,홍성군,충남 홍성군 홍성읍 대교리 577
844,고창,전라북도,고창군,전북 고창군 고창읍 교촌리 506
845,구암조촌,전라북도,군산시,전북 군산시 조촌동 2-21
846,군산대,전라북도,군산시,전북 군산시 미룡동 867-2
847,나운1호,전라북도,군산시,전북 군산시 나운동 834-7
848,미장수송,전라북도,군산시,전북 군산시 수송동 836-8
849,소룡산북,전라북도,군산시,전북 군산시 소룡동 1545-5번지
850,지곡,전라북도,군산시,전북 군산시 지곡동 495-1
851,김제,전라북도,김제시,전북 김제시 신풍동 594-4번지
852,남원,전라북도,남원시,전북 남원시 도통동 387-12
853,무주,전라북도,무주군,전북 무주군 무주읍 읍내리 962
854,무주구천,전라북도,무주군,전북 무주군 설천면 삼공리 364-4
855,부안,전라북도,부안군,전북 부안군 부안읍 봉덕리 826-1
856,순창,전라북도,순창군,전북 순창군 순창읍 순화리 282-6
857,봉동,전라북도,완주군,전북 완주군 봉동읍 둔산리 907-5  101호
858,삼례우석대,전라북도,완주군,전북 완주군 삼례읍 후정리 13-8
859,동산,전라북도,익산시,전북 익산시 마동 344-5
860,모현,전라북도,익산시,전북 익산시 모현동1가 857
861,부송,전라북도,익산시,전북 익산시 부송동 710-5
862,영등1호,전라북도,익산시,전북 익산시 영등동 766-1
863,영등2호,전라북도,익산시,전북 익산시 영등동 843-5
864,원광대,전라북도,익산시,"전북 익산시 신동 764-4 시즈퍼스트 상가112호, 113호"
865,임실,전라북도,임실군,전북 임실군 임실읍 이도리 294
866,동산조촌,전라북도,전주시,전북 전주시 덕진구 반월동 230-6
867,솔내,전라북도,전주시,전북 전주시 덕진구 송천동1가 405-1
868,송천,전라북도,전주시,전북 전주시 덕진구 송천동2가 179-116
869,아중,전라북도,전주시,전북 전주시 덕진구 인후동1가 834-4
870,전북대,전라북도,전주시,전북 전주시 덕진구 덕진동1가 1314-201
871,하가덕진,전라북도,전주시,전북 전주시 덕진구 덕진동2가 670-1
872,호성,전라북도,전주시,전북 전주시 덕진구 호성동1가 757-26
873,삼천1호,전라북도,전주시,전북 전주시 완산구 삼천동1가 621
874,서곡효자,전라북도,전주시,전북 전주시 완산구 효자동3가 1609-16
875,서신,전라북도,전주시,전북 전주시 완산구 서신동 938-5
876,신시가지,전라북도,전주시,전북 전주시 완산구 효자동2가 1327-1
877,안행,전라북도,전주시,전북 전주시 완산구 효자동1가 202-1
878,중앙,전라북도,전주시,전북 전주시 완산구 고사동 470-3
879,중화산,전라북도,전주시,전북 전주시 완산구 중화산동2가 777-6
880,평화1호,전라북도,전주시,전북 전주시 완산구 평화동2가 230-112
881,혁신,전라북도,전주시,전북 전주시 완산구 중동 9-18
882,효자,전라북도,전주시,전북 전주시 완산구 효자동1가 652
883,상동,전라북도,정읍시,전북 정읍시 장명동 169-10
884,수성,전라북도,정읍시,전북 정읍시 수성동 944-9
885,진안,전라북도,진안군,전북 진안군 진안읍 군상리 286-1
886,강진,전라남도,강진군,전남 강진군 강진읍 남성리 5-4
887,읍내,전라남도,광양시,전남 광양시 광양읍 칠성리 947-3
888,중마1호,전라남도,광양시,전남 광양시 마동 1037-4
889,중마2호,전라남도,광양시,전남 광양시 중동 1654-3
890,나주,전라남도,나주시,전남 나주시 대호동 1040-7
891,빛가람1호,전라남도,나주시,전남 나주시 빛가람동 190-3
892,담양,전라남도,담양군,전남 담양군 담양읍 백동리 247-7
893,삼학,전라남도,목포시,전남 목포시 산정동 1386-8
894,상동석현,전라남도,목포시,전남 목포시 석현동 1173-2
895,옥암,전라남도,목포시,전남 목포시 옥암동 1248-2
896,용해,전라남도,목포시,전남 목포시 용해동 769-5
897,원산,전라남도,목포시,전남 목포시 산정동 1693-3
898,하당,전라남도,목포시,전남 목포시 상동 1116-8번지
899,남악,전라남도,무안군,전남 무안군 삼향읍 남악리 1577 골든스위트 125호
900,무안읍,전라남도,무안군,전남 무안군 무안읍 성남리 813-45
901,보성,전라남도,보성군,전남 보성군 보성읍 보성리 831-19
902,금당1호,전라남도,순천시,전남 순천시 조례동 1612번지 1-4호
903,남부,전라남도,순천시,전남 순천시 풍덕동 1265-5
904,순천대점,전라남도,순천시,전남 순천시 석현동 80-5
905,신대,전라남도,순천시,전남 순천시 해룡면 신대리 2019-4
906,연향,전라남도,순천시,전남 순천시 연향동 1351-1
907,조례,전라남도,순천시,전남 순천시 조례1동 1687-16
908,팔마,전라남도,순천시,전남 순천시 연향동 1681-3   1층
909,국동,전라남도,여수시,전남 여수시 신월동 96-1
910,둔덕,전라남도,여수시,전남 여수시 둔덕동 434-7
911,문수,전라남도,여수시,전남 여수시 문수동 124-1
912,신기,전라남도,여수시,전남 여수시 신기동 117-7
913,안산,전라남도,여수시,전남 여수시 안산동 470-2
914,여서,전라남도,여수시,전남 여수시 여서동 240-8
915,죽림무선,전라남도,여수시,전남 여수시 소라면 죽림리 1226-3
916,영광,전라남도,영광군,전남 영광군 영광읍 남천리 339-4
917,삼호,전라남도,영암군,전남 영암군 삼호읍 용앙리 481
918,완도,전라남도,완도군,전남 완도군 완도읍 군내리 1237-16 1층
919,장흥,전라남도,장흥군,전남 장흥군 장흥읍 건산리 736-10
920,해남,전라남도,해남군,전남 해남군 해남읍 읍내리 31-2
921,화순,전라남도,화순군,전남 화순군 화순읍 일심리 755
922,경산,경상북도,경산시,경북 경산시 옥산동 758-10(1층)
923,경산오거리,경상북도,경산시,경북 경산시 중방동 880-23
924,계양사동,경상북도,경산시,경북 경산시 사동 663-6
925,영대,경상북도,경산시,경북 경산시 압량면 신대리 497
926,진량,경상북도,경산시,경북 경산시 진량읍 봉회리 81-3
927,하양,경상북도,경산시,경북 경산시 하양읍 금락리 130-18
928,동천,경상북도,경주시,경북 경주시 동천동 791
929,성건중앙,경상북도,경주시,경북 경주시 성건동 625-13
930,안강,경상북도,경주시,경북 경주시 안강읍 산대리 2400-2
931,충효,경상북도,경주시,경북 경주시 충효동 3002-1
932,황성,경상북도,경주시,경북 경주시 황성동 893-3
933,도량,경상북도,구미시,경북 구미시 도량동 262-1
934,봉곡,경상북도,구미시,경북 구미시 봉곡동 302-4
935,상모,경상북도,구미시,경북 구미시 상모동 42-7
936,선산,경상북도,구미시,경북 구미시 선산읍 동부리 416
937,송정,경상북도,구미시,경북 구미시 송정동 38-5 우방타운 206동2호
938,신평공단,경상북도,구미시,경북 구미시 신평동 129-2
939,옥계,경상북도,구미시,경북 구미시 옥계동 843-1
940,원평,경상북도,구미시,경북 구미시 원평동 84-5
941,원호,경상북도,구미시,경북 구미시 고아읍 원호리 442-2
942,인동,경상북도,구미시,경북 구미시 인의동 341-2
943,진평,경상북도,구미시,경북 구미시 진평동 29-5
944,형곡,경상북도,구미시,경북 구미시 형곡동 152-4
945,김천,경상북도,김천시,경북 김천시 신음동 1301-4
946,김천혁신,경상북도,김천시,경북 김천시 율곡동 364
947,부곡,경상북도,김천시,경북 김천시 부곡동 426-1
948,점촌,경상북도,문경시,경북 문경시 모전동 866
949,상주,경상북도,상주시,경북 상주시 무양동 213-3
950,성주,경상북도,성주군,경북 성주군 성주읍 성산리 2102-4
951,경북도청,경상북도,안동시,경북 안동시 풍천면 갈전리 1325
952,금곡,경상북도,안동시,경북 안동시 당북동 311-8
953,송현오거리,경상북도,안동시,경북 안동시 송현동 260-5
954,옥동,경상북도,안동시,경북 안동시 옥동 791-2
955,용상,경상북도,안동시,경북 안동시 용상동 1179-188
956,가흥,경상북도,영주시,경북 영주시 가흥동 1881
957,영주,경상북도,영주시,경북 영주시 휴천동 642-362
958,중앙,경상북도,영주시,경북 영주시 영주2동 536-15
959,풍기,경상북도,영주시,경북 영주시 풍기읍 성내리 60
960,영천1호,경상북도,영천시,경북 영천시 망정동175-12
961,울진,경상북도,울진군,경북 울진군 울진읍 읍내리 576-1
962,청도,경상북도,청도군,경북 청도군 청도읍 고수리 503
963,북삼,경상북도,칠곡군,경북 칠곡군 북삼읍 인평리 246-3
964,석적,경상북도,칠곡군,경북 칠곡군 석적읍 중리 203-5
965,왜관,경상북도,칠곡군,경북 칠곡군 왜관읍 왜관리 237-19
966,구룡포,경상북도,포항시,경북 포항시 남구 구룡포읍 구룡포1리 742
967,남부,경상북도,포항시,경북 포항시 남구 대도동 124-13
968,대해중앙,경상북도,포항시,경북 포항시 남구 대도동 97-4
969,송도,경상북도,포항시,경북 포항시 남구 해도동 25-28
970,연일,경상북도,포항시,경북 포항시 남구 생지리 157-9
971,오천,경상북도,포항시,경북 포항시 남구 오천읍 원리 913-2
972,효곡,경상북도,포항시,경북 포항시 남구 효자동 579-1 풍림아이원상가 107호
973,양덕,경상북도,포항시,경북 포항시 북구 양덕동 1574
974,양학대이,경상북도,포항시,경북 포항시 북구 득량동 2-1
975,용흥,경상북도,포항시,경북 포항시 북구 용흥동 373-23
976,우현,경상북도,포항시,경북 포항시 북구 우현동 산15-6
977,장성,경상북도,포항시,경북 포항시 북구 장성동 1355-4
978,죽도,경상북도,포항시,경북 포항시 북구 대흥동 592-2
979,환호장량,경상북도,포항시,경북 포항시 북구 장성동 1378-3
980,흥해,경상북도,포항시,경북 포항시 북구 흥해읍 옥성리 238-5
981,고현상동,경상남도,거제시,경남 거제시 고현동 406-18
982,아주,경상남도,거제시,경남 거제시 아주동 1178-2
983,옥포,경상남도,거제시,경남 거제시 옥포동 160-1
984,장평,경상남도,거제시,경남 거제시 장평동 274
985,중곡수월,경상남도,거제시,경남 거제시 고현동 997
986,거창1호,경상남도,거창군,경남 거창군 거창읍 대동리 697-5
987,고성,경상남도,고성군,경남 고성군 고성읍 동외리 345-7
988,구산,경상남도,김해시,경남 김해시 구산동 275-8
989,내동,경상남도,김해시,경남 김해시 내동 138-1
990,대청,경상남도,김해시,경남 김해시 대청동 61-1
991,부원봉황,경상남도,김해시,경남 김해시 부원동 603-2
992,삼계1호,경상남도,김해시,경남 김해시 삼계동 1479-4
993,삼방,경상남도,김해시,경남 김해시 삼방동 691-2 한일상가 108호
994,삼정,경상남도,김해시,경남 김해시 삼정동 590-1
995,어방,경상남도,김해시,경남 김해시 어방동 523-2
996,외동,경상남도,김해시,경남 김해시 외동 1187-12
997,율하,경상남도,김해시,경남 김해시 관동동 1064-6
998,장유1호,경상남도,김해시,경남 김해시 내덕동 220-1 101호
999,지내안동,경상남도,김해시,경남 김해시 지내동 67-1
1000,진영,경상남도,김해시,경남 김해시 진영읍 진영리 1629-2
1001,남해,경상남도,남해군,경남 남해군 남해읍 서변리 160-11
1002,내일동,경상남도,밀양시,경남 밀양시 내이동 1566-6
1003,삼문상남,경상남도,밀양시,경남 밀양시 삼문동 717-11
1004,동금,경상남도,사천시,경남 사천시 동금동 58-4
1005,벌용,경상남도,사천시,경남 사천시 벌리동 255-9
1006,사남,경상남도,사천시,경남 사천시 사남면 월성리 64-3
1007,사천,경상남도,사천시,경남 사천시 사천읍 수석리 293-23
1008,산청,경상남도,산청군,경남 산청군 산청읍 옥산리 249
1009,덕계,경상남도,양산시,경남 양산시 덕계동 750
1010,물금,경상남도,양산시,경남 양산시 물금읍 범어리 2682-10
1011,삼성,경상남도,양산시,경남 양산시 북정동 885-12
1012,상북,경상남도,양산시,경남 양산시 상북면 석계리 242-1
1013,서창1호,경상남도,양산시,경남 양산시 삼호동 707-2
